dataset	short_step	short_pairs	short_mean_score	short_status	long_step	long_pairs	long_mean_score	long_status	renders_dir	message
train_67	1	262	0.207953	success	5	258	0.498072	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_67/train/ours_31500/renders	
train_68	1	262	0.220354	success	5	258	0.526888	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_68/train/ours_31500/renders	
train_69	1	262	0.212317	success	5	258	0.509190	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_69/train/ours_31500/renders	
train_70	1	262	0.220290	success	5	258	0.531191	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_70/train/ours_31500/renders	
train_71	1	262	0.228484	success	5	258	0.526417	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_71/train/ours_31500/renders	
train_72	1	262	0.213530	success	5	258	0.529058	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_72/train/ours_31500/renders	
train_73	1	262	0.200851	success	5	258	0.499517	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_73/train/ours_31500/renders	
train_74	1	262	0.214078	success	5	258	0.518555	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_74/train/ours_31500/renders	
train_75	1	262	0.193199	success	5	258	0.504507	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_75/train/ours_31500/renders	
train_76	1	262	0.214006	success	5	258	0.517651	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_76/train/ours_31500/renders	
train_77	1	262	0.211702	success	5	258	0.513905	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_77/train/ours_31500/renders	
train_78	1	262	0.197929	success	5	258	0.503601	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_78/train/ours_31500/renders	
train_79	1	262	0.202537	success	5	258	0.488705	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_79/train/ours_31500/renders	
train_80	1	262	0.201039	success	5	258	0.477426	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_80/train/ours_31500/renders	
train_81	1	262	0.204962	success	5	258	0.476833	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_81/train/ours_31500/renders	
train_82	1	262	0.227623	success	5	258	0.537320	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_82/train/ours_31500/renders	
train_83	1	262	0.193255	success	5	258	0.493530	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_83/train/ours_31500/renders	
train_84	1	262	0.223909	success	5	258	0.499604	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_84/train/ours_31500/renders	
train_85	1	262	0.188967	success	5	258	0.472996	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_85/train/ours_31500/renders	
train_86	1	262	0.225505	success	5	258	0.507137	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_86/train/ours_31500/renders	
train_87	1	262	0.217423	success	5	258	0.509532	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_87/train/ours_31500/renders	
train_88	1	262	0.212111	success	5	258	0.525588	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_88/train/ours_31500/renders	
train_89	1	262	0.216600	success	5	258	0.504090	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_89/train/ours_31500/renders	
train_90	1	262	0.209775	success	5	258	0.512771	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_90/train/ours_31500/renders	
train_91	1	262	0.223428	success	5	258	0.536561	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_91/train/ours_31500/renders	
train_92	1	262	0.222267	success	5	258	0.532889	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_92/train/ours_31500/renders	
train_93	1	262	0.205348	success	5	258	0.501364	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_93/train/ours_31500/renders	
train_94	1	262	0.217235	success	5	258	0.516833	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_94/train/ours_31500/renders	
train_95	1	262	0.195972	success	5	258	0.498360	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_95/train/ours_31500/renders	
train_96	1	262	0.221204	success	5	258	0.527632	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_96/train/ours_31500/renders	
train_97	1	262	0.203617	success	5	258	0.496942	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_97/train/ours_31500/renders	
train_98	1	262	0.203887	success	5	258	0.506301	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_98/train/ours_31500/renders	
train_99	1	262	0.213257	success	5	258	0.515888	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_99/train/ours_31500/renders	
train_100	1	262	0.202085	success	5	258	0.487355	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_100/train/ours_31500/renders	
train_101	1	262	0.232067	success	5	258	0.534891	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_101/train/ours_31500/renders	
train_102	1	262	0.220911	success	5	258	0.526917	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_102/train/ours_31500/renders	
train_103	1	262	0.205360	success	5	258	0.491068	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_103/train/ours_31500/renders	
train_104	1	262	0.213467	success	5	258	0.519208	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_104/train/ours_31500/renders	
train_105	1	262	0.205920	success	5	258	0.499411	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_105/train/ours_31500/renders	
train_106	1	262	0.195136	success	5	258	0.494776	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_106/train/ours_31500/renders	
train_107	1	262	0.208648	success	5	258	0.517621	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_107/train/ours_31500/renders	
train_108	1	262	0.206591	success	5	258	0.502621	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_108/train/ours_31500/renders	
train_109	1	262	0.210599	success	5	258	0.512685	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_109/train/ours_31500/renders	
train_110	1	262	0.217347	success	5	258	0.521806	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_110/train/ours_31500/renders	
train_111	1	262	0.226185	success	5	258	0.523760	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_111/train/ours_31500/renders	
train_112	1	262	0.229030	success	5	258	0.518063	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_112/train/ours_31500/renders	
train_113	1	262	0.214262	success	5	258	0.516045	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_113/train/ours_31500/renders	
train_114	1	262	0.194527	success	5	258	0.500525	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_114/train/ours_31500/renders	
train_115	1	262	0.214813	success	5	258	0.522023	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_115/train/ours_31500/renders	
train_116	1	262	0.207622	success	5	258	0.514504	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_116/train/ours_31500/renders	
train_117	1	262	0.213451	success	5	258	0.504165	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_117/train/ours_31500/renders	
train_118	1	262	0.211760	success	5	258	0.512501	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_118/train/ours_31500/renders	
train_119	1	262	0.204174	success	5	258	0.510106	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_119/train/ours_31500/renders	
train_120	1	262	0.209771	success	5	258	0.497493	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_120/train/ours_31500/renders	
train_121	1	262	0.207681	success	5	258	0.492242	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_121/train/ours_31500/renders	
train_122	1	262	0.186145	success	5	258	0.464779	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_122/train/ours_31500/renders	
train_123	1	262	0.200709	success	5	258	0.489279	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_123/train/ours_31500/renders	
train_124	1	262	0.212514	success	5	258	0.500110	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_124/train/ours_31500/renders	
train_125	1	262	0.176919	success	5	258	0.470634	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_125/train/ours_31500/renders	
train_126	1	262	0.204839	success	5	258	0.495307	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_126/train/ours_31500/renders	
train_127	1	262	0.196076	success	5	258	0.442151	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_127/train/ours_31500/renders	
train_128	1	262	0.187211	success	5	258	0.482293	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_128/train/ours_31500/renders	
train_129	1	262	0.201887	success	5	258	0.491114	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_129/train/ours_31500/renders	
train_130	1	262	0.063027	success	5	258	0.089359	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_130/train/ours_31500/renders	
train_131	1	262	0.209964	success	5	258	0.503526	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_131/train/ours_31500/renders	
train_132	1	262	0.220597	success	5	258	0.513497	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_132/train/ours_31500/renders	
train_133	1	262	0.238097	success	5	258	0.524200	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_133/train/ours_31500/renders	
train_134	1	262	0.208617	success	5	258	0.507173	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_134/train/ours_31500/renders	
train_135	1	262	0.196910	success	5	258	0.481996	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_135/train/ours_31500/renders	
train_136	1	262	0.210087	success	5	258	0.500265	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_136/train/ours_31500/renders	
train_137	1	262	0.207484	success	5	258	0.511927	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_137/train/ours_31500/renders	
train_138	1	262	0.208720	success	5	258	0.506374	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_138/train/ours_31500/renders	
train_139	1	262	0.184158	success	5	258	0.478227	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_139/train/ours_31500/renders	
train_140	1	262	0.221226	success	5	258	0.520015	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_140/train/ours_31500/renders	
train_141	1	262	0.220934	success	5	258	0.516696	success	/mnt/data2/experiments/3dgs/abl_color_patch/train_141/train/ours_31500/renders	
trex_0	1	47	0.083421	success	5	43	0.184412	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_0/train/ours_31500/renders	
trex_1	1	47	0.106882	success	5	43	0.214489	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_1/train/ours_31500/renders	
trex_2	1	47	0.076932	success	5	43	0.179341	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_2/train/ours_31500/renders	
trex_3	1	47	0.071692	success	5	43	0.154694	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_3/train/ours_31500/renders	
trex_4	1	47	0.091794	success	5	43	0.203834	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_4/train/ours_31500/renders	
trex_5	1	47	0.094772	success	5	43	0.206445	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_5/train/ours_31500/renders	
trex_6	1	47	0.083759	success	5	43	0.188149	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_6/train/ours_31500/renders	
trex_7	1	47	0.086713	success	5	43	0.187813	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_7/train/ours_31500/renders	
trex_8	1	47	0.065408	success	5	43	0.158344	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_8/train/ours_31500/renders	
trex_9	1	47	0.085319	success	5	43	0.197671	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_9/train/ours_31500/renders	
trex_10	1	47	0.090263	success	5	43	0.196787	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_10/train/ours_31500/renders	
trex_11	1	47	0.093725	success	5	43	0.195140	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_11/train/ours_31500/renders	
trex_12	1	47	0.101039	success	5	43	0.224335	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_12/train/ours_31500/renders	
trex_13	1	47	0.090268	success	5	43	0.197480	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_13/train/ours_31500/renders	
trex_14	1	47	0.090821	success	5	43	0.187270	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_14/train/ours_31500/renders	
trex_15	1	47	0.077292	success	5	43	0.175684	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_15/train/ours_31500/renders	
trex_16	1	47	0.086915	success	5	43	0.200756	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_16/train/ours_31500/renders	
trex_17	1	47	0.069979	success	5	43	0.171960	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_17/train/ours_31500/renders	
trex_18	1	47	0.089028	success	5	43	0.205250	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_18/train/ours_31500/renders	
trex_19	1	47	0.091328	success	5	43	0.199688	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_19/train/ours_31500/renders	
trex_20	1	47	0.100937	success	5	43	0.224724	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_20/train/ours_31500/renders	
trex_21	1	47	0.074897	success	5	43	0.185322	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_21/train/ours_31500/renders	
trex_22	1	47	0.138361	success	5	43	0.267334	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_22/train/ours_31500/renders	
trex_23	1	47	0.108438	success	5	43	0.221713	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_23/train/ours_31500/renders	
trex_24	1	47	0.095347	success	5	43	0.205941	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_24/train/ours_31500/renders	
trex_25	1	47	0.098753	success	5	43	0.208206	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_25/train/ours_31500/renders	
trex_26	1	47	0.111434	success	5	43	0.225754	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_26/train/ours_31500/renders	
trex_27	1	47	0.077315	success	5	43	0.187861	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_27/train/ours_31500/renders	
trex_28	1	47	0.086929	success	5	43	0.201254	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_28/train/ours_31500/renders	
trex_29	1	47	0.083313	success	5	43	0.191310	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_29/train/ours_31500/renders	
trex_30	1	47	0.122843	success	5	43	0.239795	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_30/train/ours_31500/renders	
trex_31	1	47	0.094829	success	5	43	0.207370	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_31/train/ours_31500/renders	
trex_32	1	47	0.076510	success	5	43	0.176487	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_32/train/ours_31500/renders	
trex_33	1	47	0.075666	success	5	43	0.175029	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_33/train/ours_31500/renders	
trex_34	1	47	0.097939	success	5	43	0.214828	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_34/train/ours_31500/renders	
trex_35	1	47	0.088346	success	5	43	0.207324	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_35/train/ours_31500/renders	
trex_36	1	47	0.071514	success	5	43	0.175765	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_36/train/ours_31500/renders	
trex_37	1	47	0.143269	success	5	43	0.264466	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_37/train/ours_31500/renders	
trex_38	1	47	0.129294	success	5	43	0.248435	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_38/train/ours_31500/renders	
trex_39	1	47	0.075453	success	5	43	0.180912	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_39/train/ours_31500/renders	
trex_40	1	47	0.091087	success	5	43	0.200310	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_40/train/ours_31500/renders	
trex_41	1	47	0.106761	success	5	43	0.223602	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_41/train/ours_31500/renders	
trex_42	1	47	0.086123	success	5	43	0.196575	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_42/train/ours_31500/renders	
trex_43	1	47	0.079355	success	5	43	0.177043	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_43/train/ours_31500/renders	
trex_44	1	47	0.087030	success	5	43	0.202479	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_44/train/ours_31500/renders	
trex_45	1	47	0.121115	success	5	43	0.231711	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_45/train/ours_31500/renders	
trex_46	1	47	0.077175	success	5	43	0.182146	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_46/train/ours_31500/renders	
trex_47	1	47	0.125422	success	5	43	0.241425	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_47/train/ours_31500/renders	
trex_48	1	47	0.096515	success	5	43	0.208249	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_48/train/ours_31500/renders	
trex_49	1	47	0.080598	success	5	43	0.191275	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_49/train/ours_31500/renders	
trex_50	1	47	0.103800	success	5	43	0.213152	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_50/train/ours_31500/renders	
trex_51	1	47	0.090735	success	5	43	0.195170	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_51/train/ours_31500/renders	
trex_52	1	47	0.050341	success	5	43	0.112105	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_52/train/ours_31500/renders	
trex_53	1	47	0.114082	success	5	43	0.219324	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_53/train/ours_31500/renders	
trex_54	1	47	0.111368	success	5	43	0.230086	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_54/train/ours_31500/renders	
trex_55	1	47	0.067813	success	5	43	0.161851	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_55/train/ours_31500/renders	
trex_56	1	47	0.098609	success	5	43	0.216306	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_56/train/ours_31500/renders	
trex_57	1	47	0.095688	success	5	43	0.200917	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_57/train/ours_31500/renders	
trex_58	1	47	0.089000	success	5	43	0.210353	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_58/train/ours_31500/renders	
trex_59	1	47	0.079197	success	5	43	0.188225	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_59/train/ours_31500/renders	
trex_60	1	47	0.061552	success	5	43	0.143614	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_60/train/ours_31500/renders	
trex_61	1	47	0.092799	success	5	43	0.205269	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_61/train/ours_31500/renders	
trex_62	1	47	0.105819	success	5	43	0.226318	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_62/train/ours_31500/renders	
trex_63	1	47	0.083095	success	5	43	0.182488	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_63/train/ours_31500/renders	
trex_64	1	47	0.108853	success	5	43	0.217324	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_64/train/ours_31500/renders	
trex_65	1	47	0.102578	success	5	43	0.214542	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_65/train/ours_31500/renders	
trex_66	1	47	0.125720	success	5	43	0.245507	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_66/train/ours_31500/renders	
trex_67	1	47	0.118802	success	5	43	0.234058	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_67/train/ours_31500/renders	
trex_68	1	47	0.102689	success	5	43	0.221125	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_68/train/ours_31500/renders	
trex_69	1	47	0.096603	success	5	43	0.203935	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_69/train/ours_31500/renders	
trex_70	1	47	0.103957	success	5	43	0.224653	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_70/train/ours_31500/renders	
trex_71	1	47	0.077327	success	5	43	0.186810	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_71/train/ours_31500/renders	
trex_72	1	47	0.115113	success	5	43	0.226181	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_72/train/ours_31500/renders	
trex_73	1	47	0.067684	success	5	43	0.161096	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_73/train/ours_31500/renders	
trex_74	1	47	0.128651	success	5	43	0.249543	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_74/train/ours_31500/renders	
trex_75	1	47	0.085689	success	5	43	0.184512	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_75/train/ours_31500/renders	
trex_76	1	47	0.088546	success	5	43	0.200711	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_76/train/ours_31500/renders	
trex_77	1	47	0.077589	success	5	43	0.175709	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_77/train/ours_31500/renders	
trex_78	1	47	0.086047	success	5	43	0.189210	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_78/train/ours_31500/renders	
trex_79	1	47	0.084443	success	5	43	0.182329	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_79/train/ours_31500/renders	
trex_80	1	47	0.106294	success	5	43	0.218359	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_80/train/ours_31500/renders	
trex_81	1	47	0.106603	success	5	43	0.216335	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_81/train/ours_31500/renders	
trex_82	1	47	0.091895	success	5	43	0.202981	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_82/train/ours_31500/renders	
trex_83	1	47	0.097584	success	5	43	0.196590	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_83/train/ours_31500/renders	
trex_84	1	47	0.128731	success	5	43	0.237851	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_84/train/ours_31500/renders	
trex_85	1	47	0.017094	success	5	43	0.030218	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_85/train/ours_31500/renders	
trex_86	1	47	0.105192	success	5	43	0.203671	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_86/train/ours_31500/renders	
trex_87	1	47	0.078783	success	5	43	0.184487	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_87/train/ours_31500/renders	
trex_88	1	47	0.091785	success	5	43	0.199594	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_88/train/ours_31500/renders	
trex_89	1	47	0.086459	success	5	43	0.191242	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_89/train/ours_31500/renders	
trex_90	1	47	0.096141	success	5	43	0.204758	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_90/train/ours_31500/renders	
trex_91	1	47	0.100969	success	5	43	0.225757	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_91/train/ours_31500/renders	
trex_92	1	47	0.123496	success	5	43	0.243138	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_92/train/ours_31500/renders	
trex_93	1	47	0.107941	success	5	43	0.232399	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_93/train/ours_31500/renders	
trex_94	1	47	0.082900	success	5	43	0.188161	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_94/train/ours_31500/renders	
trex_95	1	47	0.080810	success	5	43	0.185760	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_95/train/ours_31500/renders	
trex_96	1	47	0.087002	success	5	43	0.191342	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_96/train/ours_31500/renders	
trex_97	1	47	0.088500	success	5	43	0.198544	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_97/train/ours_31500/renders	
trex_98	1	47	0.100277	success	5	43	0.216955	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_98/train/ours_31500/renders	
trex_99	1	47	0.088889	success	5	43	0.197991	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_99/train/ours_31500/renders	
trex_100	1	47	0.108007	success	5	43	0.222395	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_100/train/ours_31500/renders	
trex_101	1	47	0.137228	success	5	43	0.260817	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_101/train/ours_31500/renders	
trex_102	1	47	0.088183	success	5	43	0.201972	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_102/train/ours_31500/renders	
trex_103	1	47	0.079287	success	5	43	0.183627	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_103/train/ours_31500/renders	
trex_104	1	47	0.085574	success	5	43	0.183157	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_104/train/ours_31500/renders	
trex_105	1	47	0.088577	success	5	43	0.197065	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_105/train/ours_31500/renders	
trex_106	1	47	0.121081	success	5	43	0.240028	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_106/train/ours_31500/renders	
trex_107	1	47	0.084699	success	5	43	0.195107	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_107/train/ours_31500/renders	
trex_108	1	47	0.097798	success	5	43	0.214305	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_108/train/ours_31500/renders	
trex_109	1	47	0.089904	success	5	43	0.201571	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_109/train/ours_31500/renders	
trex_110	1	47	0.129825	success	5	43	0.253701	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_110/train/ours_31500/renders	
trex_111	1	47	0.096321	success	5	43	0.207782	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_111/train/ours_31500/renders	
trex_112	1	47	0.136279	success	5	43	0.253009	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_112/train/ours_31500/renders	
trex_113	1	47	0.088044	success	5	43	0.204884	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_113/train/ours_31500/renders	
trex_114	1	47	0.070822	success	5	43	0.168510	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_114/train/ours_31500/renders	
trex_115	1	47	0.140484	success	5	43	0.267229	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_115/train/ours_31500/renders	
trex_116	1	47	0.086860	success	5	43	0.197397	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_116/train/ours_31500/renders	
trex_117	1	47	0.079348	success	5	43	0.178926	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_117/train/ours_31500/renders	
trex_118	1	47	0.097216	success	5	43	0.214989	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_118/train/ours_31500/renders	
trex_119	1	47	0.055392	success	5	43	0.131011	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_119/train/ours_31500/renders	
trex_120	1	47	0.068658	success	5	43	0.144980	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_120/train/ours_31500/renders	
trex_121	1	47	0.090418	success	5	43	0.202294	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_121/train/ours_31500/renders	
trex_122	1	47	0.064281	success	5	43	0.171367	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_122/train/ours_31500/renders	
trex_123	1	47	0.093761	success	5	43	0.209713	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_123/train/ours_31500/renders	
trex_124	1	47	0.122977	success	5	43	0.245297	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_124/train/ours_31500/renders	
trex_125	1	47	0.074447	success	5	43	0.164708	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_125/train/ours_31500/renders	
trex_126	1	47	0.086836	success	5	43	0.175645	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_126/train/ours_31500/renders	
trex_127	1	47	0.106725	success	5	43	0.218759	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_127/train/ours_31500/renders	
trex_128	1	47	0.068005	success	5	43	0.146307	success	/mnt/data2/experiments/3dgs/abl_color_patch/trex_128/train/ours_31500/renders	
