dataset	short_step	short_pairs	short_mean_score	short_status	long_step	long_pairs	long_mean_score	long_status	renders_dir	message
garden_58	1	160	0.210522	success	5	156	0.519600	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_58/train/ours_31500/renders	
garden_59	1	160	0.194696	success	5	156	0.407286	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_59/train/ours_31500/renders	
garden_60	1	160	0.236371	success	5	156	0.377724	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_60/train/ours_31500/renders	
garden_61	1	160	0.188328	success	5	156	0.411443	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_61/train/ours_31500/renders	
garden_62	1	160	0.215317	success	5	156	0.576839	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_62/train/ours_31500/renders	
garden_63	1	160	0.179101	success	5	156	0.476783	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_63/train/ours_31500/renders	
garden_64	1	160	0.194259	success	5	156	0.478097	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_64/train/ours_31500/renders	
garden_65	1	160	0.223541	success	5	156	0.547973	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_65/train/ours_31500/renders	
garden_66	1	160	0.233115	success	5	156	0.604985	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_66/train/ours_31500/renders	
garden_67	1	160	0.195082	success	5	156	0.570157	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_67/train/ours_31500/renders	
garden_68	1	160	0.204693	success	5	156	0.568211	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_68/train/ours_31500/renders	
garden_69	1	160	0.202221	success	5	156	0.531261	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_69/train/ours_31500/renders	
garden_70	1	160	0.203290	success	5	156	0.498505	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_70/train/ours_31500/renders	
garden_71	1	160	0.251345	success	5	156	0.443853	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_71/train/ours_31500/renders	
garden_72	1	160	0.218208	success	5	156	0.584222	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_72/train/ours_31500/renders	
garden_73	1	160	0.263418	success	5	156	0.453672	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_73/train/ours_31500/renders	
garden_74	1	160	0.210269	success	5	156	0.591671	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_74/train/ours_31500/renders	
garden_75	1	160	0.168140	success	5	156	0.428276	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_75/train/ours_31500/renders	
garden_76	1	160	0.187206	success	5	156	0.458407	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_76/train/ours_31500/renders	
garden_77	1	160	0.179386	success	5	156	0.428982	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_77/train/ours_31500/renders	
garden_78	1	160	0.182903	success	5	156	0.496895	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_78/train/ours_31500/renders	
garden_79	1	160	0.194598	success	5	156	0.414115	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_79/train/ours_31500/renders	
garden_80	1	160	0.205857	success	5	156	0.552654	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_80/train/ours_31500/renders	
garden_81	1	160	0.187504	success	5	156	0.546216	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_81/train/ours_31500/renders	
garden_82	1	160	0.187235	success	5	156	0.456431	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_82/train/ours_31500/renders	
garden_83	1	160	0.206603	success	5	156	0.620678	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_83/train/ours_31500/renders	
garden_84	1	160	0.228726	success	5	156	0.530365	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_84/train/ours_31500/renders	
garden_85	1	160	0.070179	success	5	156	0.203563	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_85/train/ours_31500/renders	
garden_86	1	160	0.192735	success	5	156	0.491328	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_86/train/ours_31500/renders	
garden_87	1	160	0.187354	success	5	156	0.470102	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_87/train/ours_31500/renders	
garden_88	1	160	0.205706	success	5	156	0.539786	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_88/train/ours_31500/renders	
garden_89	1	160	0.178510	success	5	156	0.372011	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_89/train/ours_31500/renders	
garden_90	1	160	0.182947	success	5	156	0.453689	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_90/train/ours_31500/renders	
garden_91	1	160	0.206796	success	5	156	0.538188	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_91/train/ours_31500/renders	
garden_92	1	160	0.234266	success	5	156	0.573125	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_92/train/ours_31500/renders	
garden_93	1	160	0.198761	success	5	156	0.498671	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_93/train/ours_31500/renders	
garden_94	1	160	0.174538	success	5	156	0.458414	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_94/train/ours_31500/renders	
garden_95	1	160	0.178677	success	5	156	0.500271	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_95/train/ours_31500/renders	
garden_96	1	160	0.268741	success	5	156	0.428334	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_96/train/ours_31500/renders	
garden_97	1	160	0.192680	success	5	156	0.521403	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_97/train/ours_31500/renders	
garden_98	1	160	0.216525	success	5	156	0.616869	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_98/train/ours_31500/renders	
garden_99	1	160	0.200077	success	5	156	0.516120	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_99/train/ours_31500/renders	
garden_100	1	160	0.210225	success	5	156	0.599375	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_100/train/ours_31500/renders	
garden_101	1	160	0.234918	success	5	156	0.571919	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_101/train/ours_31500/renders	
garden_102	1	160	0.215143	success	5	156	0.530262	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_102/train/ours_31500/renders	
garden_103	1	160	0.200321	success	5	156	0.583825	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_103/train/ours_31500/renders	
garden_104	1	160	0.224621	success	5	156	0.589649	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_104/train/ours_31500/renders	
garden_105	1	160	0.189248	success	5	156	0.492077	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_105/train/ours_31500/renders	
garden_106	1	160	0.205401	success	5	156	0.585509	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_106/train/ours_31500/renders	
garden_107	1	160	0.192552	success	5	156	0.493115	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_107/train/ours_31500/renders	
garden_108	1	160	0.188916	success	5	156	0.457916	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_108/train/ours_31500/renders	
garden_109	1	160	0.196342	success	5	156	0.459089	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_109/train/ours_31500/renders	
garden_110	1	160	0.223188	success	5	156	0.570003	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_110/train/ours_31500/renders	
garden_111	1	160	0.187307	success	5	156	0.424953	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_111/train/ours_31500/renders	
garden_112	1	160	0.232889	success	5	156	0.566634	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_112/train/ours_31500/renders	
garden_113	1	160	0.202192	success	5	156	0.514240	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_113/train/ours_31500/renders	
garden_114	1	160	0.215010	success	5	156	0.349487	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_114/train/ours_31500/renders	
garden_115	1	160	0.222355	success	5	156	0.568165	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_115/train/ours_31500/renders	
garden_116	1	160	0.193184	success	5	156	0.494567	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_116/train/ours_31500/renders	
garden_117	1	160	0.184062	success	5	156	0.456440	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_117/train/ours_31500/renders	
garden_118	1	160	0.215575	success	5	156	0.580735	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_118/train/ours_31500/renders	
garden_119	1	160	0.276150	success	5	156	0.456391	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_119/train/ours_31500/renders	
garden_120	1	160	0.081626	success	5	156	0.228740	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_120/train/ours_31500/renders	
garden_121	1	160	0.176787	success	5	156	0.437852	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_121/train/ours_31500/renders	
garden_122	1	160	0.119610	success	5	156	0.225280	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_122/train/ours_31500/renders	
garden_123	1	160	0.198919	success	5	156	0.529091	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_123/train/ours_31500/renders	
garden_124	1	160	0.225062	success	5	156	0.553094	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_124/train/ours_31500/renders	
garden_125	1	160	0.168274	success	5	156	0.473315	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_125/train/ours_31500/renders	
garden_126	1	160	0.209960	success	5	156	0.559825	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_126/train/ours_31500/renders	
garden_127	1	160	0.191248	success	5	156	0.568754	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_127/train/ours_31500/renders	
garden_128	1	160	0.222102	success	5	156	0.385561	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_128/train/ours_31500/renders	
garden_129	1	160	0.236272	success	5	156	0.608290	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_129/train/ours_31500/renders	
garden_130	1	160	0.076649	success	5	156	0.184149	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_130/train/ours_31500/renders	
garden_131	1	160	0.176007	success	5	156	0.437915	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_131/train/ours_31500/renders	
garden_132	1	160	0.201824	success	5	156	0.563789	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_132/train/ours_31500/renders	
garden_133	1	160	0.197310	success	5	156	0.571544	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_133/train/ours_31500/renders	
garden_134	1	160	0.198017	success	5	156	0.581427	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_134/train/ours_31500/renders	
garden_135	1	160	0.185530	success	5	156	0.528045	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_135/train/ours_31500/renders	
garden_136	1	160	0.211767	success	5	156	0.576094	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_136/train/ours_31500/renders	
garden_137	1	160	0.174568	success	5	156	0.461702	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_137/train/ours_31500/renders	
garden_138	1	160	0.178456	success	5	156	0.473947	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_138/train/ours_31500/renders	
garden_139	1	160	0.177000	success	5	156	0.476373	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_139/train/ours_31500/renders	
garden_140	1	160	0.216312	success	5	156	0.541378	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_140/train/ours_31500/renders	
garden_141	1	160	0.177665	success	5	156	0.483937	success	/mnt/data2/experiments/3dgs/output_Stylized/garden_141/train/ours_31500/renders	
horns_0	1	53	0.119004	success	5	49	0.272020	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_0/train/ours_31500/renders	
horns_1	1	53	0.136124	success	5	49	0.287331	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_1/train/ours_31500/renders	
horns_2	1	53	0.114393	success	5	49	0.263598	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_2/train/ours_31500/renders	
horns_3	1	53	0.058586	success	5	49	0.138947	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_3/train/ours_31500/renders	
horns_4	1	53	0.119995	success	5	49	0.279178	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_4/train/ours_31500/renders	
horns_5	1	53	0.123936	success	5	49	0.280329	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_5/train/ours_31500/renders	
horns_6	1	53	0.095912	success	5	49	0.248615	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_6/train/ours_31500/renders	
horns_7	1	53	0.106487	success	5	49	0.246134	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_7/train/ours_31500/renders	
horns_8	1	53	0.104450	success	5	49	0.265511	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_8/train/ours_31500/renders	
horns_9	1	53	0.125058	success	5	49	0.285288	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_9/train/ours_31500/renders	
horns_10	1	53	0.124999	success	5	49	0.271998	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_10/train/ours_31500/renders	
horns_11	1	53	0.125754	success	5	49	0.278580	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_11/train/ours_31500/renders	
horns_12	1	53	0.113441	success	5	49	0.274675	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_12/train/ours_31500/renders	
horns_13	1	53	0.099474	success	5	49	0.252098	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_13/train/ours_31500/renders	
horns_14	1	53	0.117722	success	5	49	0.256684	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_14/train/ours_31500/renders	
horns_15	1	53	0.075978	success	5	49	0.191171	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_15/train/ours_31500/renders	
horns_16	1	53	0.116048	success	5	49	0.285279	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_16/train/ours_31500/renders	
horns_17	1	53	0.097421	success	5	49	0.248465	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_17/train/ours_31500/renders	
horns_18	1	53	0.109952	success	5	49	0.263738	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_18/train/ours_31500/renders	
horns_19	1	53	0.120202	success	5	49	0.285114	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_19/train/ours_31500/renders	
horns_20	1	53	0.119701	success	5	49	0.273837	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_20/train/ours_31500/renders	
horns_21	1	53	0.046696	success	5	49	0.130308	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_21/train/ours_31500/renders	
horns_22	1	53	0.153985	success	5	49	0.291014	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_22/train/ours_31500/renders	
horns_23	1	53	0.129241	success	5	49	0.284520	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_23/train/ours_31500/renders	
horns_24	1	53	0.114371	success	5	49	0.264251	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_24/train/ours_31500/renders	
horns_25	1	53	0.129936	success	5	49	0.281530	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_25/train/ours_31500/renders	
horns_26	1	53	0.133054	success	5	49	0.279216	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_26/train/ours_31500/renders	
horns_27	1	53	0.097841	success	5	49	0.252372	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_27/train/ours_31500/renders	
horns_28	1	53	0.105731	success	5	49	0.255519	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_28/train/ours_31500/renders	
horns_29	1	53	0.106715	success	5	49	0.257863	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_29/train/ours_31500/renders	
horns_30	1	53	0.142403	success	5	49	0.292264	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_30/train/ours_31500/renders	
horns_31	1	53	0.113842	success	5	49	0.273938	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_31/train/ours_31500/renders	
horns_32	1	53	0.103245	success	5	49	0.265663	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_32/train/ours_31500/renders	
horns_33	1	53	0.079129	success	5	49	0.220164	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_33/train/ours_31500/renders	
horns_34	1	53	0.116879	success	5	49	0.270716	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_34/train/ours_31500/renders	
horns_35	1	53	0.098605	success	5	49	0.249109	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_35/train/ours_31500/renders	
horns_36	1	53	0.090762	success	5	49	0.242795	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_36/train/ours_31500/renders	
horns_37	1	53	0.152811	success	5	49	0.288877	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_37/train/ours_31500/renders	
horns_38	1	53	0.130519	success	5	49	0.271441	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_38/train/ours_31500/renders	
horns_39	1	53	0.106340	success	5	49	0.256907	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_39/train/ours_31500/renders	
horns_40	1	53	0.120135	success	5	49	0.273482	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_40/train/ours_31500/renders	
horns_41	1	53	0.132390	success	5	49	0.283038	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_41/train/ours_31500/renders	
horns_42	1	53	0.112335	success	5	49	0.271593	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_42/train/ours_31500/renders	
horns_43	1	53	0.099865	success	5	49	0.256933	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_43/train/ours_31500/renders	
horns_44	1	53	0.106654	success	5	49	0.259666	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_44/train/ours_31500/renders	
horns_45	1	53	0.139787	success	5	49	0.279831	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_45/train/ours_31500/renders	
horns_46	1	53	0.093032	success	5	49	0.246878	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_46/train/ours_31500/renders	
horns_47	1	53	0.141805	success	5	49	0.268487	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_47/train/ours_31500/renders	
horns_48	1	53	0.122675	success	5	49	0.277629	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_48/train/ours_31500/renders	
horns_49	1	53	0.113128	success	5	49	0.275369	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_49/train/ours_31500/renders	
horns_50	1	53	0.128573	success	5	49	0.267369	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_50/train/ours_31500/renders	
horns_51	1	53	0.128769	success	5	49	0.281319	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_51/train/ours_31500/renders	
horns_52	1	53	0.078835	success	5	49	0.193083	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_52/train/ours_31500/renders	
horns_53	1	53	0.138131	success	5	49	0.290973	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_53/train/ours_31500/renders	
horns_54	1	53	0.113779	success	5	49	0.261928	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_54/train/ours_31500/renders	
horns_55	1	53	0.046542	success	5	49	0.140615	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_55/train/ours_31500/renders	
horns_56	1	53	0.124696	success	5	49	0.268983	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_56/train/ours_31500/renders	
horns_57	1	53	0.118342	success	5	49	0.265975	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_57/train/ours_31500/renders	
horns_58	1	53	0.098924	success	5	49	0.245054	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_58/train/ours_31500/renders	
horns_59	1	53	0.078866	success	5	49	0.207260	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_59/train/ours_31500/renders	
horns_60	1	53	0.033440	success	5	49	0.081979	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_60/train/ours_31500/renders	
horns_61	1	53	0.111669	success	5	49	0.266777	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_61/train/ours_31500/renders	
horns_62	1	53	0.118534	success	5	49	0.264640	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_62/train/ours_31500/renders	
horns_63	1	53	0.111568	success	5	49	0.257440	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_63/train/ours_31500/renders	
horns_64	1	53	0.126872	success	5	49	0.280465	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_64/train/ours_31500/renders	
horns_65	1	53	0.122227	success	5	49	0.279845	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_65/train/ours_31500/renders	
horns_66	1	53	0.132845	success	5	49	0.275921	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_66/train/ours_31500/renders	
horns_67	1	53	0.119651	success	5	49	0.262474	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_67/train/ours_31500/renders	
horns_68	1	53	0.131742	success	5	49	0.293030	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_68/train/ours_31500/renders	
horns_69	1	53	0.118720	success	5	49	0.272758	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_69/train/ours_31500/renders	
horns_70	1	53	0.127850	success	5	49	0.278927	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_70/train/ours_31500/renders	
horns_71	1	53	0.041970	success	5	49	0.127145	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_71/train/ours_31500/renders	
horns_72	1	53	0.125757	success	5	49	0.273540	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_72/train/ours_31500/renders	
horns_73	1	53	0.057737	success	5	49	0.180559	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_73/train/ours_31500/renders	
horns_74	1	53	0.141775	success	5	49	0.281108	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_74/train/ours_31500/renders	
horns_75	1	53	0.111813	success	5	49	0.277962	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_75/train/ours_31500/renders	
horns_76	1	53	0.106168	success	5	49	0.264807	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_76/train/ours_31500/renders	
horns_77	1	53	0.109033	success	5	49	0.252622	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_77/train/ours_31500/renders	
horns_78	1	53	0.117390	success	5	49	0.277100	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_78/train/ours_31500/renders	
horns_79	1	53	0.095040	success	5	49	0.235982	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_79/train/ours_31500/renders	
horns_80	1	53	0.144274	success	5	49	0.299738	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_80/train/ours_31500/renders	
horns_81	1	53	0.099129	success	5	49	0.207483	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_81/train/ours_31500/renders	
horns_82	1	53	0.106785	success	5	49	0.245851	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_82/train/ours_31500/renders	
horns_83	1	53	0.115483	success	5	49	0.262848	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_83/train/ours_31500/renders	
horns_84	1	53	0.147454	success	5	49	0.283546	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_84/train/ours_31500/renders	
horns_85	1	53	0.037082	success	5	49	0.081873	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_85/train/ours_31500/renders	
horns_86	1	53	0.086024	success	5	49	0.220091	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_86/train/ours_31500/renders	
horns_87	1	53	0.083054	success	5	49	0.229084	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_87/train/ours_31500/renders	
horns_88	1	53	0.118049	success	5	49	0.274454	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_88/train/ours_31500/renders	
horns_89	1	53	0.085034	success	5	49	0.212664	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_89/train/ours_31500/renders	
horns_90	1	53	0.120439	success	5	49	0.268632	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_90/train/ours_31500/renders	
horns_91	1	53	0.119591	success	5	49	0.270995	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_91/train/ours_31500/renders	
horns_92	1	53	0.145826	success	5	49	0.290573	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_92/train/ours_31500/renders	
horns_93	1	53	0.134542	success	5	49	0.294306	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_93/train/ours_31500/renders	
horns_94	1	53	0.103483	success	5	49	0.260505	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_94/train/ours_31500/renders	
horns_95	1	53	0.095314	success	5	49	0.250266	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_95/train/ours_31500/renders	
horns_96	1	53	0.128206	success	5	49	0.242372	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_96/train/ours_31500/renders	
horns_97	1	53	0.114394	success	5	49	0.263981	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_97/train/ours_31500/renders	
horns_98	1	53	0.113771	success	5	49	0.254069	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_98/train/ours_31500/renders	
horns_99	1	53	0.099810	success	5	49	0.253125	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_99/train/ours_31500/renders	
horns_100	1	53	0.116820	success	5	49	0.252828	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_100/train/ours_31500/renders	
horns_101	1	53	0.136996	success	5	49	0.269973	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_101/train/ours_31500/renders	
horns_102	1	53	0.090918	success	5	49	0.219866	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_102/train/ours_31500/renders	
horns_103	1	53	0.100385	success	5	49	0.238498	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_103/train/ours_31500/renders	
horns_104	1	53	0.118943	success	5	49	0.261360	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_104/train/ours_31500/renders	
horns_105	1	53	0.110778	success	5	49	0.261906	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_105/train/ours_31500/renders	
horns_106	1	53	0.132482	success	5	49	0.282985	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_106/train/ours_31500/renders	
horns_107	1	53	0.115084	success	5	49	0.272073	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_107/train/ours_31500/renders	
horns_108	1	53	0.117982	success	5	49	0.266274	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_108/train/ours_31500/renders	
horns_109	1	53	0.117280	success	5	49	0.270371	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_109/train/ours_31500/renders	
horns_110	1	53	0.159004	success	5	49	0.314980	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_110/train/ours_31500/renders	
horns_111	1	53	0.090658	success	5	49	0.227309	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_111/train/ours_31500/renders	
horns_112	1	53	0.135775	success	5	49	0.271347	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_112/train/ours_31500/renders	
horns_113	1	53	0.112983	success	5	49	0.263197	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_113/train/ours_31500/renders	
horns_114	1	53	0.044707	success	5	49	0.095928	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_114/train/ours_31500/renders	
horns_115	1	53	0.137008	success	5	49	0.284023	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_115/train/ours_31500/renders	
horns_116	1	53	0.114792	success	5	49	0.265982	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_116/train/ours_31500/renders	
horns_117	1	53	0.071654	success	5	49	0.217254	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_117/train/ours_31500/renders	
horns_118	1	53	0.097061	success	5	49	0.245504	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_118/train/ours_31500/renders	
horns_119	1	53	0.058298	success	5	49	0.193781	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_119/train/ours_31500/renders	
horns_120	1	53	0.038075	success	5	49	0.095571	success	/mnt/data2/experiments/3dgs/output_Stylized/horns_120/train/ours_31500/renders	
